AMD,Advanced Micro Devices Inc,20180608,UPDATE 4-Apple to make 20 pct fewer new model iPhones this year -Nikkei ,June 8 Apple Inc expects to ship 80 million new model iPhones this year  down 20 percent from what it had planned at the same time last year  Japanese financial daily Nikkei reported on Friday  citing industry sources.,normal,Sell
AMD,Advanced Micro Devices Inc,20180608,US STOCKS SNAPSHOT-Wall Street opens lower on iPhone worries ,June 8 U.S. stock indexes opened lower on Friday led by falls in shares of Apple and its suppliers  including Advanced Micro Devices and Qualcomm  following a report that the iPhone maker was planning to produce fewer new phones this year than last.,normal,Unknown
AMD,Advanced Micro Devices Inc,20180608,US STOCKS-Wall Street set to open lower on iPhone worries ,* Futures down: Dow 0.31 pct  S&P 0.27 pct  Nasdaq 0.66 pct (Adds comment  updates prices),normal,Unknown
AMZN,Amazoncom Inc,20180608,UPDATE 1-Geisinger's Feinberg not going to lead Amazon-Berkshire-JPM health venture - CNBC ,June 7 Geisinger Health System Chief Executive David Feinberg told CNBC on Thursday that he will not lead the Amazon-Berkshire-JPMorgan health venture  adding that he remains committed to Geisinger.,topStory,Sell
AMZN,Amazoncom Inc,20180608,Geisinger's Feinberg top pick to run Amazon-Berkshire-JPMorgan venture: CNBC ,David Feinberg  chief executive officer of Geisinger Health System  is the top candidate in discussions to lead the healthcare company being formed by Amazon.com Inc   Berkshire Hathaway Inc  and JPMorgan Chase & Co   CNBC reported on Thursday  citing people close to the selection process.,normal,Unknown
AMZN,Amazoncom Inc,20180608,Geisinger's Feinberg top pick to run Amazon-Berkshire-JPMorgan venture- CNBC ,June 7 David Feinberg  chief executive officer of Geisinger Health System  is the top candidate in discussions to lead the healthcare company being formed by Amazon.com Inc   Berkshire Hathaway Inc and JPMorgan Chase & Co  CNBC reported on Thursday  citing people close to the selection process.,normal,Unknown
AAPL,Apple Inc,20180608,Apple to make 20 percent fewer new model iPhones this year: Nikkei ,Apple Inc  expects to ship 80 million new model iPhones this year  down 20 percent from what it had planned at the same time last year  Japanese financial daily Nikkei reported on Friday  citing industry sources.,topStory,Unknown
AAPL,Apple Inc,20180608,US STOCKS-Wall Street rises  investors eye Fed decision  summit fears ebb ,* Wall Street waits for U.S. and European central bank decisions,normal,Unknown
AAPL,Apple Inc,20180608,US STOCKS-Wall Street rises  investors eye Fed decision  summit fears ebb ,* Indexes up: Dow 0.25 pct  S&P 500 up 0.25 pct  Nasdaq 0.17 pct (Updates to late afternoon  adds commentary  changes byline  adds New York dateline),normal,Unknown
AAPL,Apple Inc,20180608,UPDATE 4-Apple to make 20 pct fewer new model iPhones this year -Nikkei ,June 8 Apple Inc expects to ship 80 million new model iPhones this year  down 20 percent from what it had planned at the same time last year  Japanese financial daily Nikkei reported on Friday  citing industry sources.,normal,Sell
AAPL,Apple Inc,20180608,US STOCKS-Wall Street inches up as investors eye summits  Fed decision ,* Indexes up: Dow 0.26 pct  S&P 500 up 0.21 pct  Nasdaq 0.09 pct (Updates prices),normal,Unknown
AAPL,Apple Inc,20180608,Dialog Semiconductor in Synaptics deal talks -Bloomberg ,FRANKFURT  June 8 Dialog Semiconductor is in early talks to merge with U.S. touch-pad technology company Synaptics Inc  Bloomberg reported on Friday  citing people familiar with the matter.,normal,Unknown
AAPL,Apple Inc,20180608,US STOCKS SNAPSHOT-Wall Street opens lower on iPhone worries ,June 8 U.S. stock indexes opened lower on Friday led by falls in shares of Apple and its suppliers  including Advanced Micro Devices and Qualcomm  following a report that the iPhone maker was planning to produce fewer new phones this year than last.,normal,Unknown
