BMLP,Bank Of Montreal,20180528,UPDATE 4-Cyber crooks claim to hit two big Canadian banks ,* CIBC says 40 000 customers may be affected (Adds details on how many BMO customers were affected in paragraphs 3-4  updates share prices),topStory,Unknown
GLNG,Golar LNG Limited,20180528,COLUMN-LNG starts rally early  and it's mainly (but not only) China: Russell ,LAUNCESTON  Australia  May 28 The slack period for liquefied natural gas (LNG) in top consumer Asia is usually the shoulder season between winter and summer  or March to May  but this pattern hasn't really repeated this year.,topStory,Sell
GLNG,Golar LNG Limited,20180528,COLUMN-LNG starts rally early  and it's mainly (but not only) China: Russell ,LAUNCESTON  Australia  May 28 The slack period for liquefied natural gas (LNG) in top consumer Asia is usually the shoulder season between winter and summer  or March to May  but this pattern hasn't really repeated this year.,normal,Sell
PAAS,Pan American Silver Corp,20180528,Mexico violence hits Canadian silver miner's operations ,Pan American Silver Corp  became the latest company to curtail operations in Mexico due to rising violence and crime  saying on Monday it has faced security incidents along the roads used to transport personnel and materials to its Dolores mine.,topStory,Unknown
PAAS,Pan American Silver Corp,20180528,UPDATE 1-Mexico violence hits Canadian silver miner's operations ,May 28 Pan American Silver Corp became the latest company to curtail operations in Mexico due to rising violence and crime  saying on Monday it has faced security incidents along the roads used to transport personnel and materials to its Dolores mine.,normal,Sell
SBUX,Starbucks Corporation,20180528,Civil rights advisers hope Starbucks' anti-bias training sets example ,LOS ANGELES  May 28 Black leaders who are advising Starbucks Corp on its anti-bias training program  which begins Tuesday  hope it will reinvigorate decades-old efforts to ensure minorities get equal treatment in restaurants and stores  setting an example for other corporations.,topStory,Unknown
VRNT,Verint Systems Inc,20180528,Verint in talks to merge with Israel's NSO Group in $1 billion deal: source ,JERUSALEM U.S.-based software company Verint Systems  is in talks to merge its security division with Israeli cyber surveillance firm NSO Group in a deal worth about $1 billion  a source close to the negotiations said on Monday.,topStory,Unknown
VRNT,Verint Systems Inc,20180528,UPDATE 1-Verint in talks to merge with Israel's NSO Group in $1 bln deal -source ,JERUSALEM  May 28 U.S.-based software company Verint Systems is in talks to merge its security division with Israeli cyber surveillance firm NSO Group in a deal worth about $1 billion  a source close to the negotiations said on Monday.,normal,Sell
VRNT,Verint Systems Inc,20180528,Verint in talks to buy Israeli software firm NSO for $1 billion: WSJ ,U.S. data analytics firm Verint Systems Inc  is in talks to buy Israeli mobile surveillance software maker NSO Group for about $1 billion  the Wall Street Journal reported on Monday  citing a person familiar with the situation.,normal,Sell
VRNT,Verint Systems Inc,20180528,Verint in talks to buy Israeli software firm NSO for $1 bln -WSJ ,May 28 U.S. data analytics firm Verint Systems Inc is in talks to buy Israeli mobile surveillance software maker NSO Group for about $1 billion  the Wall Street Journal reported on Monday  citing a person familiar with the situation.,normal,Unknown
