AABA,Altaba Inc,20180529,Canadian who helped Yahoo email hackers gets five years in prison ,A Canadian accused of helping Russian intelligence agents break into email accounts as part of a massive 2014 data breach at Yahoo was sentenced to five years in prison on Tuesday and ordered to pay a $250 000 fine.,topStory,Unknown
AABA,Altaba Inc,20180529,Canadian who helped Yahoo email hackers gets five years in prison ,May 29 A Canadian accused of helping Russian intelligence agents break into email accounts as part of a massive 2014 data breach at Yahoo was sentenced to five years in prison on Tuesday and ordered to pay a $250 000 fine.,normal,Unknown
AMZN,Amazoncom Inc,20180529,Brazil denies Total license to drill Amazon basin for fourth time ,SAO PAULO Brazilian environmental agency Ibama on Tuesday rejected French oil company Total SA's application for an environmental license to drill in the ecologically sensitive Foz do Amazonas basin.,topStory,Strong Buy
AMZN,Amazoncom Inc,20180529,UPDATE 1-Brazil denies Total license to drill Amazon basin for fourth time ,SAO PAULO  May 29 Brazilian environmental agency Ibama on Tuesday rejected French oil company Total SA's application for an environmental license to drill in the ecologically sensitive Foz do Amazonas basin.,normal,Unknown
AAPL,Apple Inc,20180529,Apple said to have chosen OLED for new iPhones; Japan Display shares plunge ,TOKYO/SEOUL Apple Inc has decided to use OLED screens in all three new iPhone models planned for next year  according to South Korea's Electronic Times - a report that sent shares in Japan Display tumbling 10 percent. | Video ,topStory,Sell
AAPL,Apple Inc,20180529,UPDATE 1-Apple said to have chosen OLED for new iPhones; Japan Display shares plunge ,* Japan Display has lagged S. Korea rivals in OLED production,normal,Sell
AAPL,Apple Inc,20180529,Japan Display shares plunge over 20 pct on Apple OLED report ,TOKYO/SEOUL  May 29 Japan Display shares plummeted more than 20 percent after South Korea's Electronic Times reported that Apple Inc had decided to use OLED screens for all new iPhone models for next year.,normal,Unknown
ATHN,athenahealth Inc,20180529,Athenahealth CEO apologizes for assaulting ex-wife years ago ,NEW YORK Athenahealth Inc said on Tuesday that its Chief Executive Officer Jonathan Bush had issued an apology after the U.K.'s Daily Mail newspaper reported that he had assaulted his former wife 14 years ago.,topStory,Unknown
ATHN,athenahealth Inc,20180529,Athenahealth CEO apologizes for assaulting ex-wife years ago ,NEW YORK  May 29 Athenahealth Inc said on Tuesday that its Chief Executive Officer Jonathan Bush had issued an apology after the U.K.'s Daily Mail newspaper reported that he had assaulted his former wife 14 years ago.,normal,Unknown
TAPR,Barclays Inverse US Treasury Composite ETN,20180529,Former Barclays banker tells Euribor trial she always acted honestly ,LONDON  May 29 A former Barclays banker  charged with conspiring to manipulate Euribor interest rates  told a London criminal court on Tuesday that she had followed the instructions of her bosses and always believed she had acted honestly.,topStory,Unknown
